order	content	target_cat	gripper_cat	mechanism_cat
​2584	加强农村法制教育，畅通农村信访渠道，引导农民群众依法理性表达合理诉求、维护自身权益。	社会	党建	供给型
​2585	推进农业综合执法。深入开展农村平安创建活动，坚持群防群治、依靠群众，加强和改进农村社会治安综合治理，进一步推进农村警务建设，严厉打击黑恶势力和各类违法犯罪活动。	生态	党建	环境型
​2586	加强农村消防工作，健全农村应急反应机制。	经济	党建	供给型
​2587	全面贯彻落实党的民族政策和宗教工作基本方针，加快民族地区经济社会发展，依法管理农村宗教事务。	政治	党建	供给型
​2588	一、新形势下水利的战略地位 (一)水利面临的新形势。	生态	党建	环境型
​2589	新中国成立以来，特别是改革开放以来，党和国家始终高度重视水利工作，领导人民开展了气壮山河的水利建设，取得了举世瞩目的巨大成就，为经济社会发展、人民安居乐业作出了突出贡献。	经济	资金	供给型
​2590	但必须看到，人多水少、水资源时空分布不均是我国的基本国情水情。	生态	党建	环境型
​2591	洪涝灾害频繁仍然是中华民族的心腹大患，水资源供需矛盾突出仍然是可持续发展的主要瓶颈，农田水利建设滞后仍然是影响农业稳定发展和国家粮食安全的最大硬伤，水利设施薄弱仍然是国家基础设施的明显短板。	经济	党建	供给型
​2592	随着工业化、城镇化深入发展，全球气候变化影响加大，我国水利面临的形势更趋严峻，增强防灾减灾能力要求越来越迫切，强化水资源节约保护工作越来越繁重，加快扭转农业主要“靠天吃饭”局面任务越来越艰巨。	生态	党建	环境型
​2593	2010年西南地区发生特大干旱、多数省区市遭受洪涝灾害、部分地方突发严重山洪泥石流，再次警示我们加快水利建设刻不容缓。	经济	资金	供给型
​2594	(二)新形势下水利的地位和作用。水利是现代农业建设不可或缺的首要条件，是经济社会发展不可替代的基础支撑，是生态环境改善不可分割的保障系统，具有很强的公益性、基础性、战略性。	生态	党建	环境型
​2595	加快水利改革发展，不仅事关农业农村发展，而且事关经济社会发展全局；不仅关系到防洪安全、供水安全、粮食安全，而且关系到经济安全、生态安全、国家安全。	生态	党建	环境型
​2596	要把水利工作摆上党和国家事业发展更加突出的位置，着力加快农田水利建设，推动水利实现跨越式发展。	经济	党建	环境型
​2597	二、水利改革发展的指导思想、目标任务和基本原则 (三)指导思想。	生态	党建	环境型
​2598	全面贯彻党的十七大和十七届三中、四中、五中全会精神，以邓小平理论和“三个代表”重要思想为指导，深入贯彻落实科学发展观，把水利作为国家基础设施建设的优先领域，把农田水利作为农村基础设施建设的重点任务，把严格水资源管理作为加快转变经济发展方式的战略举措，注重科学治水、依法治水，突出加强薄弱环节建设，大力发展民生水利，不断深化水利改革，加快建设节水型社会，促进水利可持续发展，努力走出一条中国特色水利现代化道路。	政治	党建	环境型
​2599	(四)目标任务。力争通过5年到10年努力，从根本上扭转水利建设明显滞后的局面。	经济	党建	需求型
​2600	到2020年，基本建成防洪抗旱减灾体系，重点城市和防洪保护区防洪能力明显提高，抗旱能力显著增强，“十二五”期间基本完成重点中小河流(包括大江大河支流、独流入海河流和内陆河流)重要河段治理、全面完成小型水库除险加固和山洪灾害易发区预警预报系统建设；基本建成水资源合理配置和高效利用体系，全国年用水总量力争控制在6700亿立方米以内，城乡供水保证率显著提高，城乡居民饮水安全得到全面保障，万元国内生产总值和万元工业增加值用水量明显降低，农田灌溉水有效利用系数提高到0.55以上，“十二五”期间新增农田有效灌溉面积4000万亩；基本建成水资源保护和河湖健康保障体系，主要江河湖泊水功能区水质明显改善，城镇供水水源地水质全面达标，重点区域水土流失得到有效治理，地下水超采基本遏制；基本建成有利于水利科学发展的制度体系，最严格的水资源管理制度基本建立，水利投入稳定增长机制进一步完善，有利于水资源节约和合理配置的水价形成机制基本建立，水利工程良性运行机制基本形成。	经济	党建	环境型
​2601	(五)基本原则。一要坚持民生优先。着力解决群众最关心最直接最现实的水利问题，推动民生水利新发展。	社会	党建	环境型
​2602	二要坚持统筹兼顾。注重兴利除害结合、防灾减灾并重、治标治本兼顾，促进流域与区域、城市与农村、东中西部地区水利协调发展。	生态	党建	环境型
​2603	三要坚持人水和谐。顺应自然规律和社会发展规律，合理开发、优化配置、全面节约、有效保护水资源。	生态	党建	环境型
​2604	四要坚持政府主导。发挥公共财政对水利发展的保障作用，形成政府社会协同治水兴水合力。	政治	党建	环境型
​2605	五要坚持改革创新。加快水利重点领域和关键环节改革攻坚，破解制约水利发展的体制机制障碍。	经济	党建	环境型
​2606	三、突出加强农田水利等薄弱环节建设 (六)大兴农田水利建设。	经济	党建	供给型
​2607	到2020年，基本完成大型灌区、重点中型灌区续建配套和节水改造任务。	经济	资金	供给型
​2608	结合全国新增千亿斤粮食生产能力规划实施，在水土资源条件具备的地区，新建一批灌区，增加农田有效灌溉面积。	经济	资金	供给型
​2609	实施大中型灌溉排水泵站更新改造，加强重点涝区治理，完善灌排体系。	经济	资金	供给型
​2610	健全农田水利建设新机制，中央和省级财政要大幅增加专项补助资金，市、县两级政府也要切实增加农田水利建设投入，引导农民自愿投工投劳。	经济	资金	供给型
​2611	加快推进小型农田水利重点县建设，优先安排产粮大县，加强灌区末级渠系建设和田间工程配套，促进旱涝保收高标准农田建设。	经济	资金	供给型
​2612	因地制宜兴建中小型水利设施，支持山丘区小水窖、小水池、小塘坝、小泵站、小水渠等“五小水利”工程建设，重点向革命老区、民族地区、边疆地区、贫困地区倾斜。	经济	资金	环境型
​2613	大力发展节水灌溉，推广渠道防渗、管道输水、喷灌滴灌等技术，扩大节水、抗旱设备补贴范围。	经济	资金	供给型
​2614	积极发展旱作农业，采用地膜覆盖、深松深耕、保护性耕作等技术。	生态	党建	环境型
​2615	稳步发展牧区水利，建设节水高效灌溉饲草料地。	经济	资金	供给型
​2616	(七)加快中小河流治理和小型水库除险加固。	经济	党建	环境型
​2617	中小河流治理要优先安排洪涝灾害易发、保护区人口密集、保护对象重要的河流及河段，加固堤岸，清淤疏浚，使治理河段基本达到国家防洪标准。	经济	资金	环境型
​2618	巩固大中型病险水库除险加固成果，加快小型病险水库除险加固步伐，尽快消除水库安全隐患，恢复防洪库容，增强水资源调控能力。	经济	资金	环境型
​2619	推进大中型病险水闸除险加固。山洪地质灾害防治要坚持工程措施和非工程措施相结合，抓紧完善专群结合的监测预警体系，加快实施防灾避让和重点治理。	经济	党建	环境型
​2620	(八)抓紧解决工程性缺水问题。加快推进西南等工程性缺水地区重点水源工程建设，坚持蓄引提与合理开采地下水相结合，以县域为单元，尽快建设一批中小型水库、引提水和连通工程，支持农民兴建小微型水利设施，显著提高雨洪资源利用和供水保障能力，基本解决缺水城镇、人口较集中乡村的供水问题。	经济	党建	需求型
​2621	(九)提高防汛抗旱应急能力。尽快健全防汛抗旱统一指挥、分级负责、部门协作、反应迅速、协调有序、运转高效的应急管理机制。	经济	党建	供给型
​2622	加强监测预警能力建设，加大投入，整合资源，提高雨情汛情旱情预报水平。	经济	党建	环境型
​2623	建立专业化与社会化相结合的应急抢险救援队伍，着力推进县乡两级防汛抗旱服务组织建设，健全应急抢险物资储备体系，完善应急预案。	社会	党建	需求型
​2624	建设一批规模合理、标准适度的抗旱应急水源工程，建立应对特大干旱和突发水安全事件的水源储备制度。	经济	党建	环境型
​2625	加强人工增雨(雪)作业示范区建设，科学开发利用空中云水资源。	经济	党建	环境型
​2626	(十)继续推进农村饮水安全建设。到2013年解决规划内农村饮水安全问题，“十二五”期间基本解决新增农村饮水不安全人口的饮水问题。	经济	党建	环境型
​2627	积极推进集中供水工程建设，提高农村自来水普及率。	经济	资金	供给型
​2628	有条件的地方延伸集中供水管网，发展城乡一体化供水。	经济	资金	供给型
​2629	加强农村饮水安全工程运行管理，落实管护主体，加强水源保护和水质监测，确保工程长期发挥效益。	经济	党建	环境型
​2630	制定支持农村饮水安全工程建设的用地政策，确保土地供应，对建设、运行给予税收优惠，供水用电执行居民生活或农业排灌用电价格。	经济	党建	环境型
​2631	四、全面加快水利基础设施建设 (十一)继续实施大江大河治理。	经济	资金	供给型
​2632	进一步治理淮河，搞好黄河下游治理和长江中下游河势控制，继续推进主要江河河道整治和堤防建设，加强太湖、洞庭湖、鄱阳湖综合治理，全面加快蓄滞洪区建设，合理安排居民迁建。	经济	资金	供给型
​2633	搞好黄河下游滩区安全建设。“十二五”期间抓紧建设一批流域防洪控制性水利枢纽工程，不断提高调蓄洪水能力。	经济	资金	环境型
​2634	加强城市防洪排涝工程建设，提高城市排涝标准。	经济	资金	环境型
​2635	推进海堤建设和跨界河流整治。(十二)加强水资源配置工程建设。	经济	资金	环境型
​2636	完善优化水资源战略配置格局，在保护生态前提下，尽快建设一批骨干水源工程和河湖水系连通工程，提高水资源调控水平和供水保障能力。	生态	党建	环境型
​2637	加快推进南水北调东中线一期工程及配套工程建设，确保工程质量，适时开展南水北调西线工程前期研究。	经济	资金	供给型
​2638	积极推进一批跨流域、区域调水工程建设。着力解决西北等地区资源性缺水问题。	经济	资金	供给型
​2639	大力推进污水处理回用，积极开展海水淡化和综合利用，高度重视雨水、微咸水利用。	经济	党建	环境型
​2640	(十三)搞好水土保持和水生态保护。实施国家水土保持重点工程，采取小流域综合治理、淤地坝建设、坡耕地整治、造林绿化、生态修复等措施，有效防治水土流失。	生态	党建	环境型
​2641	进一步加强长江上中游、黄河上中游、西南石漠化地区、东北黑土区等重点区域及山洪地质灾害易发区的水土流失防治。	经济	党建	环境型
​2642	继续推进生态脆弱河流和地区水生态修复，加快污染严重江河湖泊水环境治理。	生态	党建	环境型
​2643	加强重要生态保护区、水源涵养区、江河源头区、湿地的保护。	生态	党建	环境型
​2644	实施农村河道综合整治，大力开展生态清洁型小流域建设。	生态	党建	环境型
​2645	强化生产建设项目水土保持监督管理。建立健全水土保持、建设项目占用水利设施和水域等补偿制度。	经济	党建	环境型
​2646	(十四)合理开发水能资源。在保护生态和农民利益前提下，加快水能资源开发利用。	生态	党建	环境型
​2647	统筹兼顾防洪、灌溉、供水、发电、航运等功能，科学制定规划，积极发展水电，加强水能资源管理，规范开发许可，强化水电安全监管。	经济	党建	环境型
​2648	大力发展农村水电，积极开展水电新农村电气化县建设和小水电代燃料生态保护工程建设，搞好农村水电配套电网改造工程建设。	经济	资金	供给型
​2649	(十五)强化水文气象和水利科技支撑。加强水文气象基础设施建设，扩大覆盖范围，优化站网布局，着力增强重点地区、重要城市、地下水超采区水文测报能力，加快应急机动监测能力建设，实现资料共享，全面提高服务水平。	经济	党建	环境型
​2650	健全水利科技创新体系，强化基础条件平台建设，加强基础研究和技术研发，力争在水利重点领域、关键环节和核心技术上实现新突破，获得一批具有重大实用价值的研究成果，加大技术引进和推广应用力度。	生态	党建	环境型
​2651	提高水利技术装备水平。建立健全水利行业技术标准。	经济	党建	环境型
​2652	推进水利信息化建设，全面实施“金水工程”，加快建设国家防汛抗旱指挥系统和水资源管理信息系统，提高水资源调控、水利管理和工程运行的信息化水平，以水利信息化带动水利现代化。	经济	党建	环境型
​2653	加强水利国际交流与合作。五、建立水利投入稳定增长机制 (十六)加大公共财政对水利的投入。	经济	党建	环境型
​2654	多渠道筹集资金，力争今后10年全社会水利年平均投入比2010年高出一倍。	经济	资金	供给型
​2655	发挥政府在水利建设中的主导作用，将水利作为公共财政投入的重点领域。	经济	资金	供给型
​2656	各级财政对水利投入的总量和增幅要有明显提高。	经济	资金	供给型
​2657	进一步提高水利建设资金在国家固定资产投资中的比重。	经济	资金	供给型
​2658	大幅度增加中央和地方财政专项水利资金。从土地出让收益中提取10%用于农田水利建设，充分发挥新增建设用地土地有偿使用费等土地整治资金的综合效益。	经济	资金	供给型
​2659	进一步完善水利建设基金政策，延长征收年限，拓宽来源渠道，增加收入规模。	经济	资金	供给型
​2660	完善水资源有偿使用制度，合理调整水资源费征收标准，扩大征收范围，严格征收、使用和管理。	经济	党建	供给型
​2661	有重点防洪任务和水资源严重短缺的城市要从城市建设维护税中划出一定比例用于城市防洪排涝和水源工程建设。	经济	资金	供给型
​2662	切实加强水利投资项目和资金监督管理。(十七)加强对水利建设的金融支持。	经济	党建	供给型
​2663	综合运用财政和货币政策，引导金融机构增加水利信贷资金。	经济	资金	供给型
​2664	有条件的地方根据不同水利工程的建设特点和项目性质，确定财政贴息的规模、期限和贴息率。	经济	党建	环境型
​2665	在风险可控的前提下，支持农业发展银行积极开展水利建设中长期政策性贷款业务。	经济	资金	供给型
​2666	鼓励国家开发银行、农业银行、农村信用社、邮政储蓄银行等银行业金融机构进一步增加农田水利建设的信贷资金。	经济	资金	供给型
​2667	支持符合条件的水利企业上市和发行债券，探索发展大型水利设备设施的融资租赁业务，积极开展水利项目收益权质押贷款等多种形式融资。	经济	党建	需求型
​2668	鼓励和支持发展洪水保险。提高水利利用外资的规模和质量。	经济	资金	供给型
​2669	(十八)广泛吸引社会资金投资水利。鼓励符合条件的地方政府融资平台公司通过直接、间接融资方式，拓宽水利投融资渠道，吸引社会资金参与水利建设。	社会	党建	环境型
​2670	鼓励农民自力更生、艰苦奋斗，在统一规划基础上，按照多筹多补、多干多补原则，加大一事一议财政奖补力度，充分调动农民兴修农田水利的积极性。	经济	党建	供给型
​2671	结合增值税改革和立法进程，完善农村水电增值税政策。	经济	党建	供给型
​2672	完善水利工程耕地占用税政策。积极稳妥推进经营性水利项目进行市场融资。	经济	党建	供给型
​2673	六、实行最严格的水资源管理制度 (十九)建立用水总量控制制度。	经济	党建	环境型
​2674	确立水资源开发利用控制红线，抓紧制定主要江河水量分配方案，建立取用水总量控制指标体系。	经济	党建	环境型
​2675	加强相关规划和项目建设布局水资源论证工作，国民经济和社会发展规划以及城市总体规划的编制、重大建设项目的布局，要与当地水资源条件和防洪要求相适应。	经济	党建	环境型
​2676	严格执行建设项目水资源论证制度，对擅自开工建设或投产的一律责令停止。	经济	党建	环境型
​2677	严格取水许可审批管理，对取用水总量已达到或超过控制指标的地区，暂停审批建设项目新增取水；对取用水总量接近控制指标的地区，限制审批新增取水。	经济	党建	环境型
​2678	严格地下水管理和保护，尽快核定并公布禁采和限采范围，逐步削减地下水超采量，实现采补平衡。	经济	党建	环境型
​2679	强化水资源统一调度，协调好生活、生产、生态环境用水，完善水资源调度方案、应急调度预案和调度计划。	生态	党建	环境型
​2680	建立和完善国家水权制度，充分运用市场机制优化配置水资源。	经济	党建	供给型
​2681	(二十)建立用水效率控制制度。确立用水效率控制红线，坚决遏制用水浪费，把节水工作贯穿于经济社会发展和群众生产生活全过程。	经济	党建	环境型
​2682	加快制定区域、行业和用水产品的用水效率指标体系，加强用水定额和计划管理。	经济	党建	环境型
​2683	对取用水达到一定规模的用水户实行重点监控。	经济	党建	环境型
​2684	严格限制水资源不足地区建设高耗水型工业项目。	经济	党建	供给型
​2685	落实建设项目节水设施与主体工程同时设计、同时施工、同时投产制度。	经济	党建	环境型
​2686	加快实施节水技术改造，全面加强企业节水管理，建设节水示范工程，普及农业高效节水技术。	经济	党建	环境型
​2687	抓紧制定节水强制性标准，尽快淘汰不符合节水标准的用水工艺、设备和产品。	经济	党建	环境型
​2688	(二十一)建立水功能区限制纳污制度。确立水功能区限制纳污红线，从严核定水域纳污容量，严格控制入河湖排污总量。	经济	党建	环境型
​2689	各级政府要把限制排污总量作为水污染防治和污染减排工作的重要依据，明确责任，落实措施。	经济	党建	环境型
​2690	对排污量已超出水功能区限制排污总量的地区，限制审批新增取水和入河排污口。	经济	党建	环境型
​2691	建立水功能区水质达标评价体系，完善监测预警监督管理制度。	经济	党建	环境型
​2692	加强水源地保护，依法划定饮用水水源保护区，强化饮用水水源应急管理。	经济	党建	环境型
​2693	建立水生态补偿机制。(二十二)建立水资源管理责任和考核制度。	生态	党建	环境型
​2694	县级以上地方政府主要负责人对本行政区域水资源管理和保护工作负总责。	经济	党建	供给型
​2695	严格实施水资源管理考核制度，水行政主管部门会同有关部门，对各地区水资源开发利用、节约保护主要指标的落实情况进行考核，考核结果交由干部主管部门，作为地方政府相关领导干部综合考核评价的重要依据。	经济	党建	环境型
​2696	加强水量水质监测能力建设，为强化监督考核提供技术支撑。	经济	党建	环境型
​2697	七、不断创新水利发展体制机制 （二十三）完善水资源管理体制。	经济	党建	环境型
​2698	强化城乡水资源统一管理，对城乡供水、水资源综合利用、水环境治理和防洪排涝等实行统筹规划、协调实施，促进水资源优化配置。	经济	党建	环境型
​2699	完善流域管理与区域管理相结合的水资源管理制度，建立事权清晰、分工明确、行为规范、运转协调的水资源管理工作机制。	经济	党建	环境型
​2700	进一步完善水资源保护和水污染防治协调机制。	经济	党建	环境型
​2701	（二十四）加快水利工程建设和管理体制改革。	经济	党建	环境型
​2702	区分水利工程性质，分类推进改革，健全良性运行机制。	经济	党建	环境型
​2703	深化国有水利工程管理体制改革，落实好公益性、准公益性水管单位基本支出和维修养护经费。	经济	党建	环境型
​2704	中央财政对中西部地区、贫困地区公益性工程维修养护经费给予补助。	经济	资金	供给型
​2705	妥善解决水管单位分流人员社会保障问题。深化小型水利工程产权制度改革，明确所有权和使用权，落实管护主体和责任，对公益性小型水利工程管护经费给予补助，探索社会化和专业化的多种水利工程管理模式。	社会	党建	需求型
​2706	对非经营性政府投资项目，加快推行代建制。	经济	党建	供给型
​2707	充分发挥市场机制在水利工程建设和运行中的作用，引导经营性水利工程积极走向市场，完善法人治理结构，实现自主经营、自负盈亏。	经济	党建	环境型
​2708	（二十五）健全基层水利服务体系。建立健全职能明确、布局合理、队伍精干、服务到位的基层水利服务体系，全面提高基层水利服务能力。	社会	党建	供给型
​2709	以乡镇或小流域为单元，健全基层水利服务机构，强化水资源管理、防汛抗旱、农田水利建设、水利科技推广等公益性职能，按规定核定人员编制，经费纳入县级财政预算。	经济	党建	环境型
​2710	大力发展农民用水合作组织。（二十六）积极推进水价改革。	经济	党建	供给型
​2711	充分发挥水价的调节作用，兼顾效率和公平，大力促进节约用水和产业结构调整。	经济	党建	环境型
​2712	工业和服务业用水要逐步实行超额累进加价制度，拉开高耗水行业与其他行业的水价差价。	经济	党建	供给型
​2713	合理调整城市居民生活用水价格，稳步推行阶梯式水价制度。	经济	党建	供给型
​2714	按照促进节约用水、降低农民水费支出、保障灌排工程良性运行的原则，推进农业水价综合改革，农业灌排工程运行管理费用由财政适当补助，探索实行农民定额内用水享受优惠水价、超定额用水累进加价的办法。	经济	党建	供给型
​2715	八、切实加强对水利工作的领导 （二十七）落实各级党委和政府责任。	经济	党建	供给型
​2716	各级党委和政府要站在全局和战略高度，切实加强水利工作，及时研究解决水利改革发展中的突出问题。	经济	党建	供给型
​2717	实行防汛抗旱、饮水安全保障、水资源管理、水库安全管理行政首长负责制。	经济	党建	环境型
​2718	各地要结合实际，认真落实水利改革发展各项措施，确保取得实效。	经济	党建	环境型
​2719	各级水行政主管部门要切实增强责任意识，认真履行职责，抓好水利改革发展各项任务的实施工作。	经济	党建	供给型
​2720	各有关部门和单位要按照职能分工，尽快制定完善各项配套措施和办法，形成推动水利改革发展合力。	经济	党建	需求型
​2721	把加强农田水利建设作为农村基层开展创先争优活动的重要内容，充分发挥农村基层党组织的战斗堡垒作用和广大党员的先锋模范作用，带领广大农民群众加快改善农村生产生活条件。	经济	党建	环境型
​2722	（二十八）推进依法治水。建立健全水法规体系，抓紧完善水资源配置、节约保护、防汛抗旱、农村水利、水土保持、流域管理等领域的法律法规。	生态	党建	环境型
​2723	全面推进水利综合执法，严格执行水资源论证、取水许可、水工程建设规划同意书、洪水影响评价、水土保持方案等制度。	经济	党建	环境型
​2724	加强河湖管理，严禁建设项目非法侵占河湖水域。	经济	党建	供给型
​2725	加强国家防汛抗旱督察工作制度化建设。健全预防为主、预防与调处相结合的水事纠纷调处机制，完善应急预案。	生态	党建	环境型
​2726	深化水行政许可审批制度改革。科学编制水利规划，完善全国、流域、区域水利规划体系，加快重点建设项目前期工作，强化水利规划对涉水活动的管理和约束作用。	经济	党建	环境型
​2727	做好水库移民安置工作，落实后期扶持政策。	经济	党建	需求型
​2728	（二十九）加强水利队伍建设。适应水利改革发展新要求，全面提升水利系统干部职工队伍素质，切实增强水利勘测设计、建设管理和依法行政能力。	经济	党建	环境型
​2729	支持大专院校、中等职业学校水利类专业建设。	经济	党建	供给型
​2730	大力引进、培养、选拔各类管理人才、专业技术人才、高技能人才，完善人才评价、流动、激励机制。	经济	党建	需求型
​2731	鼓励广大科技人员服务于水利改革发展第一线，加大基层水利职工在职教育和继续培训力度，解决基层水利职工生产生活中的实际困难。	经济	党建	供给型
​2732	广大水利干部职工要弘扬“献身、负责、求实”的水利行业精神，更加贴近民生，更多服务基层，更好服务经济社会发展全局。	社会	党建	环境型
​2733	（三十）动员全社会力量关心支持水利工作。	社会	党建	环境型
​2734	加大力度宣传国情水情，提高全民水患意识、节水意识、水资源保护意识，广泛动员全社会力量参与水利建设。	社会	党建	环境型
​2735	把水情教育纳入国民素质教育体系和中小学教育课程体系，作为各级领导干部和公务员教育培训的重要内容。	社会	党建	供给型
​2736	把水利纳入公益性宣传范围，为水利又好又快发展营造良好舆论氛围。	经济	党建	环境型
​2737	对在加快水利改革发展中取得显著成绩的单位和个人，各级政府要按照国家有关规定给予表彰奖励。	经济	党建	供给型
​2738	加快水利改革发展，使命光荣，任务艰巨，责任重大。	经济	党建	需求型
​2739	我们要紧密团结在以胡锦涛同志为总书记的党中央周围，与时俱进，开拓进取，扎实工作，奋力开创水利工作新局面！	政治	党建	需求型
​2740	一、加大投入强度和工作力度，持续推动农业稳定发展 1.毫不放松抓好粮食生产，保障农产品有效供给，首先要稳住粮食生产，确保不出现滑坡。	经济	党建	供给型
​2741	要切实落实“米袋子”省长负责制，继续开展粮食稳定增产行动，千方百计稳定粮食播种面积，扩大紧缺品种生产，着力提高单产和品质。	经济	党建	供给型
​2742	继续实施全国新增千亿斤粮食生产能力规划，加快提升800个产粮大县(市、区、场)生产能力。	经济	资金	供给型
​2743	继续实施粮食丰产科技工程、超级稻新品种选育和示范项目。	生态	党建	供给型
​2744	支持优势产区加强棉花、油料、糖料生产基地建设，进一步优化布局、主攻单产、提高效益。	经济	资金	供给型
​2745	深入推进粮棉油糖高产创建，积极扩大规模，选择基础条件好、增产潜力大的县乡大力开展整建制创建。	经济	资金	供给型
​2746	大力支持在关键农时、重点区域开展防灾减灾技术指导和生产服务，加快推进农作物病虫害专业化统防统治，完善重大病虫疫情防控支持政策。	生态	人口	需求型
​2747	2.狠抓“菜篮子”产品供给，抓好“菜篮子”，必须建好菜园子、管好菜摊子。	经济	民生	供给型
​2748	要加快推进区域化布局、标准化生产、规模化种养，提升“菜篮子”产品整体供给保障能力和质量安全水平。	经济	产业	供给型
​2749	大力发展设施农业，继续开展园艺作物标准园、畜禽水产示范场创建，启动农业标准化整体推进示范县建设。	生态	资金	环境型
​2750	实施全国蔬菜产业发展规划，支持优势区域加强菜地基础设施建设。	生态	资金	供给型
​2751	稳定发展生猪生产，扶持肉牛肉羊生产大县标准化养殖和原良种场建设，启动实施振兴奶业苜蓿发展行动，推进生猪和奶牛规模化养殖小区建设。	经济	资金	供给型
​2752	制定和实施动物疫病防控二期规划，及时处置重大疫情。	经济	人口	环境型
​2753	开展水产养殖生态环境修复试点，支持远洋渔船更新改造，加强渔政建设和管理。	生态	资金	供给型
​2754	充分发挥农业产业化龙头企业在“菜篮子”产品生产和流通中的积极作用。	经济	产业	供给型
​2755	强化食品质量安全监管综合协调，加强检验检测体系和追溯体系建设，开展质量安全风险评估。	经济	党建	供给型
​2756	大力推广高效安全肥料、低毒低残留农药，严格规范使用食品和饲料添加剂。	经济	产业	供给型
​2757	落实“菜篮子”市长负责制，充分发挥都市农业应急保障功能，大中城市要坚持保有一定的蔬菜等生鲜食品自给能力。	经济	民生	供给型
​2758	3.加大农业投入和补贴力度，持续加大财政用于“三农”的支出，持续加大国家固定资产投资对农业农村的投入，持续加大农业科技投入，确保增量和比例均有提高。	经济	人口	供给型
​2759	发挥政府在农业科技投入中的主导作用，保证财政农业科技投入增幅明显高于财政经常性收入增幅，逐步提高农业研发投入占农业增加值的比重，建立投入稳定增长的长效机制。	经济	产业	供给型
​2760	按照增加总量、扩大范围、完善机制的要求，继续加大农业补贴强度，新增补贴向主产区、种养大户、农民专业合作社倾斜。	经济	人口	供给型
​2761	提高对种粮农民的直接补贴水平。落实农资综合补贴动态调整机制，适时增加补贴。	经济	人口	供给型
​2762	加大良种补贴力度。扩大农机具购置补贴规模和范围，进一步完善补贴机制和管理办法。	经济	人口	供给型
​2763	健全主产区利益补偿机制，增加产粮(油)大县奖励资金，加大生猪调出大县奖励力度。	经济	资金	供给型
​2764	探索完善森林、草原、水土保持等生态补偿制度。	生态	土地	环境型
​2765	研究建立公益林补偿标准动态调整机制，进一步加大湿地保护力度。	生态	党建	环境型
​2766	加快转变草原畜牧业发展方式，加大对牧业、牧区、牧民的支持力度，草原生态保护补助奖励政策覆盖到国家确定的牧区半牧区县(市、旗)。	经济	资金	供给型
​2767	加大村级公益事业建设一事一议财政奖补力度，积极引导农民和社会资金投入“三农”。	经济	资金	供给型
​2768	有效整合国家投入，提高资金使用效率。切实加强财政“三农”投入和补贴资金使用监管，坚决制止、严厉查处虚报冒领、截留挪用等违法违规行为。	经济	资金	供给型
​2769	4.提升农村金融服务水平，加大农村金融政策支持力度，持续增加农村信贷投入，确保银行业金融机构涉农贷款增速高于全部贷款平均增速。	经济	资金	供给型
​2770	完善涉农贷款税收激励政策，健全金融机构县域金融服务考核评价办法，引导县域银行业金融机构强化农村信贷服务。	经济	党建	供给型
​2771	大力推进农村信用体系建设，完善农户信用评价机制。	经济	党建	供给型
​2772	深化农村信用社改革，稳定县(市)农村信用社法人地位。	经济	党建	供给型
​2773	发展多元化农村金融机构，鼓励民间资本进入农村金融服务领域，支持商业银行到中西部地区县域设立村镇银行。	经济	资金	供给型
​2774	有序发展农村资金互助组织，引导农民专业合作社规范开展信用合作。	经济	党建	供给型
​2775	完善符合农村银行业金融机构和业务特点的差别化监管政策，适当提高涉农贷款风险容忍度，实行适度宽松的市场准入、弹性存贷比政策。	经济	人口	需求型
​2776	继续发展农户小额信贷业务，加大对种养大户、农民专业合作社、县域小型微型企业的信贷投放力度。	经济	人口	供给型
​2777	加大对科技型农村企业、科技特派员下乡创业的信贷支持力度，积极探索农业科技专利质押融资业务。	经济	产业	供给型
​2778	支持农业发展银行加大对农业科技的贷款力度。	经济	人口	供给型
​2779	鼓励符合条件的涉农企业开展直接融资，积极发展涉农金融租赁业务。	经济	产业	供给型
​2780	扩大农业保险险种和覆盖面，开展设施农业保费补贴试点，扩大森林保险保费补贴试点范围，扶持发展渔业互助保险，鼓励地方开展优势农产品生产保险。	经济	人口	供给型
​2781	健全农业再保险体系，逐步建立中央财政支持下的农业大灾风险转移分散机制。	经济	人口	供给型
​2782	5.稳定和完善农村土地政策，加快修改完善相关法律，落实现有土地承包关系保持稳定并长久不变的政策。	经济	土地	环境型
​2783	按照依法自愿有偿原则，引导土地承包经营权流转，发展多种形式的适度规模经营，促进农业生产经营模式创新。	经济	土地	供给型
​2784	加快推进农村地籍调查，2012年基本完成覆盖农村集体各类土地的所有权确权登记颁证，推进包括农户宅基地在内的农村集体建设用地使用权确权登记颁证工作，稳步扩大农村土地承包经营权登记试点，财政适当补助工作经费。	经济	土地	供给型
​2785	加强土地承包经营权流转管理和服务，健全土地承包经营纠纷调解仲裁制度。	经济	土地	供给型
​2786	加快修改土地管理法，完善农村集体土地征收有关条款，健全严格规范的农村土地管理制度。	经济	土地	供给型
​2787	加快推进牧区草原承包工作。深化集体林权制度改革，稳定林地家庭承包关系，2012年基本完成明晰产权、承包到户的改革任务，完善相关配套政策。	生态	土地	环境型
​2788	搞好国有林场、国有林区改革试点。深入推进农村综合改革，加强农村改革试验区工作。	经济	党建	供给型
​2789	二、依靠科技创新驱动，引领支撑现代农业建设 6.明确农业科技创新方向，着眼长远发展，超前部署农业前沿技术和基础研究，力争在世界农业科技前沿领域占有重要位置。	生态	产业	需求型
